,time,event,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16
9,99.0,1.0,109194.93248402268,115835.45694773877,73141.18869795665,54304.79250011355,45042.67663272341,51258.42854481084,53446.30669907411,73540.30144695062,68955.66808648921,52729.03921950331,68932.4222722557,67073.56179637455,53908.429015687594,64683.959148402115,84412.34641222315,73489.20535912579
10,99.0,1.0,109185.99178624056,115839.7931861631,73097.44633405762,54339.46005576373,44986.461995418314,51285.0047689682,53450.665289242905,73631.85419223955,68982.62429030232,53037.51564473101,68957.79150221247,67123.42853825433,54153.15826572875,65007.81357381506,84345.9617311909,73525.102260721
11,99.0,1.0,109192.54084736596,115824.75046214467,73126.30243614942,54363.465829308734,44982.57279188309,51242.26823356965,53498.36391191053,73534.1547172254,68953.4776155326,52751.25685349189,68876.76642856198,67049.80189201854,54220.97345840615,64660.93685161315,84371.2639059143,73476.82249269754
12,99.0,1.0,109130.40299778021,115759.30455437953,73051.55820269087,54379.51438182764,44883.755729646175,51243.56463474806,53443.75860020621,73610.44122105137,68995.85652301986,53023.34463874634,68810.40409927418,67107.40233747987,54427.213004495265,64958.46092205774,84309.03664935073,73494.36861209496
13,99.0,1.0,109201.63800735927,115820.6377411649,73091.81369445488,54442.16632153587,44897.12207283045,51225.37031476144,53519.106330765055,73523.51528686468,68952.71765622111,52760.39871697411,68675.86894939769,67038.55896455752,54434.76789412116,64645.9611828281,84323.94526290242,73442.7360824032
14,99.0,1.0,109167.73041102057,115805.70677586875,73061.88470862922,54499.96793269729,44835.85594127845,51301.72387382077,53515.619458630026,73691.17572202394,69028.82534609144,53033.33586851786,68611.20535268848,67120.38870100841,54636.604146552585,64933.85165141245,84313.84227440861,73499.95654820878
15,99.0,1.0,109177.69928904764,115824.95162784477,73531.09252823502,54511.30026713613,44843.36612741544,51220.072951325536,53554.71265968236,73532.0089497577,68984.4794850921,52838.62982256769,68462.76741776078,67067.39271490487,54635.75478026328,64691.446982794645,84325.01814663627,73469.4911205162
16,99.0,1.0,109128.81602392388,115761.85265324744,74017.8241154938,54546.3254506976,44757.088393817954,51285.25063815721,53513.96542954033,73682.30207947518,68981.23848214609,53001.283466968955,68373.24868121729,67113.48201197172,54764.99256670387,64882.21912172069,84287.95895432937,73478.7447427207
17,99.0,1.0,109167.6186522983,115771.55331034104,73873.00716316786,54531.662706334915,44791.04069364556,51192.04386377858,53565.642662721,73517.48031586174,68949.40959804173,52873.09621251777,68252.81748209208,67049.44426410727,54754.26372936532,64711.295331870955,84276.40310244598,73447.89933537238
18,99.0,1.0,109101.39043347722,115765.33952538247,73792.58558661766,54598.986160634304,44738.1117627754,51279.23801889873,53592.21888687836,73698.8423703721,68969.81674072942,52995.136737243745,68228.6999498248,67096.80761060806,54870.381041810644,64836.867432220875,84276.33604721261,73461.0421611121
19,99.0,1.0,109204.14140273827,115832.21594479276,73809.19293274796,54608.86563168355,44791.59948725694,51192.08856726749,53682.5199344778,73559.6580576489,68971.98485994159,52978.06000447989,68199.3968128439,67101.30031124357,54902.14287068163,64788.542960708495,84291.69169565341,73483.32685033404
20,99.0,1.0,109108.6547504252,115777.78944704408,73777.74402829933,54641.566233821664,44721.23619571164,51273.761841507185,53662.984509823866,73708.74419316581,68972.74481925307,53014.985086320055,68220.63097007644,67102.66376765535,54970.82978139279,64811.6993679642,84295.87147186654,73465.57956523652
21,99.0,1.0,109173.25129190103,115822.22471502122,73798.06176400921,54637.520568075255,44765.87262938889,51198.99525630418,53709.34202782417,73568.28583100866,68955.35516206684,53043.6176709673,68207.86812399246,67115.27015152814,54998.30007532836,64820.26008609058,84271.41866343244,73478.11889387594
22,99.0,1.0,109133.68870421514,115759.59512705746,73788.20464470443,54674.02096677077,44709.61328859488,51289.542173092625,53703.597629499156,73710.80055365569,68974.33179310939,53011.65467639622,68242.93801104285,67103.78135487811,55035.56043333536,64782.08330656092,84289.0988932966,73461.93623089031
23,99.0,1.0,109193.90430377774,115806.1314590134,73799.916958799,54674.02096677077,44752.72980364917,51220.74350365919,53731.93964146849,73597.16428484491,68983.47365659162,53103.94502925218,68253.01864779218,67142.11459661897,55079.72748037905,64881.235644964654,84263.77436682873,73487.21605386926
24,99.0,1.0,109113.750948161,115747.65929551833,73783.48842662436,54686.11326052109,44683.50645107108,51268.173905393356,53708.693827234965,73684.67136438744,68975.40467684325,52985.01139700549,68273.42579047987,67075.12641848641,55073.044308786906,64726.94155298967,84275.79960534569,73450.76035866265
25,99.0,1.0,109157.9179952047,115804.87976132391,73794.12785698508,54679.11716450658,44717.92813753225,51227.56078571806,53733.8842432361,73606.41790704941,68971.69428726367,53142.501788437585,68285.45102899683,67126.37896852243,55123.3580855558,64902.8721335974,84235.81233451514,73492.82634172754
26,99.0,1.0,109110.46524172608,115753.6719147768,73783.35431615762,54685.50976342079,44670.87771545383,51264.307053602584,53740.232138661406,73662.27491644322,68953.23174634359,52972.31560615487,68309.00976765272,67119.53933471911,55099.01703584398,64706.51205855752,84270.7928145877,73432.38722472038
27,99.0,1.0,109139.67897172917,115793.05568850705,73784.06957198019,54689.48837393384,44692.80477676449,51219.13417805841,53756.079525480214,73610.10594488453,68966.03929591647,53154.102343809885,68331.45091908585,67146.47318678776,55164.75351628703,64933.2258025677,84221.68603201938,73491.12760914894
28,99.0,1.0,109125.9550006336,115756.06355143352,73809.86348508162,54721.36196152711,44677.6949975127,51268.59858853801,53780.30881646977,73649.9814569928,68967.80508372845,52942.073695906845,68363.72683807932,67104.85423861197,55121.03350413245,64679.488799511055,84266.79185233019,73446.82645163852
29,99.0,1.0,109149.84901545633,115785.34433666996,73797.167694231,54699.814879872196,44680.77953824753,51245.1963120933,53775.50319141188,73635.54223007467,68977.63985128878,53187.47349828166,68411.13488806902,67161.31474510608,55211.3792552208,64982.37728862492,84216.6792412614,73501.58822555402
30,99.0,1.0,109103.17857303364,115770.18985392927,73809.19293274796,54652.94327174941,44664.93215142872,51262.429507068344,53807.063854582775,73620.54420954517,68953.7234847216,52917.55383223937,68419.94147538442,67112.5432387046,55142.044143920444,64668.40233426122,84257.82880280362,73435.85174511097
31,99.0,1.0,109124.63624771075,115777.7223918107,73787.77996155978,54709.73905441035,44661.26646533805,51269.78323099414,53800.58184869074,73661.42555015392,68987.94400548268,53214.854385239414,68454.96665894588,67238.33885649906,55250.9418429067,65017.67069311985,84202.95527016584,73481.65046949989
32,99.0,1.0,109108.96767484758,115759.3716096129,73812.88097058308,54736.38233380108,44677.247962623595,51260.97664367875,53834.735314218444,73607.73665997227,68945.29687706195,52907.607305956764,68469.42823760846,67112.90086661588,55161.557216829926,64660.80274114642,84257.06884349213,73457.80115816607
33,99.0,1.0,109114.26503828348,115773.90024350885,73809.1258775146,54721.25020280483,44658.20427634767,51278.031024698146,53817.01038086539,73674.54602414918,69002.11501146735,53178.39869003281,68535.00825584034,67163.1475881514,55292.51608759357,65059.84843490701,84215.53930229417,73520.92248450786
34,99.0,1.0,109125.03857911094,115777.38711564388,73823.29688349925,54675.07149876017,44662.07112813844,51239.76483819066,53838.9597939205,73573.82906363357,68968.20741512864,52931.94835566859,68555.59421248367,67119.11465157446,55208.13825227479,64697.124325886296,84244.55186659716,73446.11119581595
35,99.0,1.0,109100.18343927663,115753.85072873245,73802.28624371126,54670.33292893564,44632.27625277952,51279.3050741321,53815.13283433114,73676.06594277215,68999.20928468816,53153.90117810979,68622.89531503861,67187.53334135214,55298.774576041054,65030.522946181656,84183.19632806735,73485.22674861274
36,99.0,1.0,109157.35920159331,115793.05568850705,73866.59221250919,54707.97326659838,44683.86407898236,51251.34304181851,53878.65649207312,73580.60164220353,68968.47563606211,52925.511053265465,68628.05856800778,67139.61120123997,55215.71549364513,64735.01053273804,84225.06114543213,73476.59897525299
37,99.0,1.0,109100.40695672118,115765.98772597167,73851.46008151294,54630.63623078302,44647.11781109784,51292.58201033855,53857.28822437385,73701.12224830655,69022.1868779882,53159.66792817926,68708.99423468045,67184.09117270603,55345.73559114165,65061.36835352998,84201.21183409833,73505.96916746726
38,99.0,1.0,109155.14637889224,115818.11199404145,73893.97309946694,54596.393358277484,44698.41506462277,51245.173960348846,53902.43874817357,73571.83975837706,69006.22773244712,52947.41576283166,68713.91161846061,67147.90369843288,55289.72211953666,64785.50312346258,84223.36241285353,73475.43668454132
39,99.0,1.0,109112.99098884953,115755.1247781664,73862.52419501833,54542.302136695645,44652.728098956126,51309.412873913396,53863.36789886569,73715.22619905784,69034.50268918308,53136.623279645835,68769.12042726522,67157.04556191512,55372.44592576575,65034.81448111707,84193.03109562768,73504.62806279994
40,99.0,1.0,109158.34267834935,115795.1344007414,73870.0343811553,54455.73383042024,44680.041930680505,51227.85135839598,53863.79258201034,73543.29658070763,69001.91384576725,52980.809269047895,68765.58885164128,67230.33693198406,55286.99520671311,64837.47092932116,84188.69485720336,73453.80019590858
41,99.0,1.0,109123.11632908777,115777.58828134398,73911.69803282,54482.46651678879,44661.735851971614,51313.27972570417,53885.40671889862,73719.94241713792,69026.27724722354,53082.241485386076,68815.09796560979,67140.41586404036,55358.52078897009,64988.85929451696,84173.65213318494,73503.10814417698
42,99.0,1.0,109180.69442280465,115826.91858135685,73963.5093764674,54318.04708457555,44734.04374528453,51245.8445126825,53941.19667305907,73560.6638861494,69004.32783416842,53027.3679527483,68803.7879829154,67206.82289681707,55375.37400428939,64919.18890704977,84214.3770115825,73485.40556256838
43,99.0,1.0,109077.47406691004,115763.61844105941,73877.03047716981,54347.886663423385,44649.93413089921,51308.362341923996,53880.82461128529,73686.25833824377,69002.45028763417,53070.17154338021,68817.93663715561,67199.42446940238,55358.16316105881,64977.97399496723,84182.30225828914,73481.47165554424
44,99.0,1.0,109135.85682342731,115792.45219140676,73822.71573814342,54194.91132437126,44712.139035718326,51219.80473039207,53892.58162886878,73521.12365020796,68987.11699093784,53042.72360118909,68838.76846298797,67171.21656789977,55281.027290943544,64902.24628475265,84125.35001341702,73443.69720741478
45,99.0,1.0,109069.60625286178,115741.7137314932,73906.71359380646,54116.3225908664,44661.802907204976,51311.02219951418,53884.33383516477,73677.96584105086,68978.08688617789,53089.34934012286,68858.9520882311,67202.53136188166,55347.45667546472,64911.43285172377,84154.65315039792,73446.40176849387
46,99.0,1.0,109053.71416255405,115692.49519020262,73763.03658044775,53905.94797205305,44679.72900625813,51189.51811665513,53861.579759309265,73487.3948678249,68916.70899590361,53110.71760782214,68844.49050956852,67280.22602560831,55203.37733070581,64886.22008397819,84085.60861177547,73417.41155593534
47,99.0,1.0,109010.48588877749,115660.95687877618,73782.99668824633,53767.61302561915,44651.40934603326,51300.56158310909,53860.328061619766,73615.44801180935,68854.25822189549,53027.30089751493,68789.77343914192,67326.71765407534,55118.060722119895,64680.87460766728,84072.4434342913,73309.34087149393
48,99.0,1.0,108982.99324309746,115522.59958059783,73676.11064626106,53700.8260131867,44656.617302491344,51146.938043467766,53834.42238979607,73458.27054479964,68822.02700639094,53086.577723810406,68788.29822400787,67201.79375431464,55019.623639538724,64828.57493502795,84056.75250968368,73400.6253958494
49,99.0,1.0,108812.1365084811,115516.63166482827,73391.23766317817,53390.8520210805,44627.9847178441,51175.50357288165,53770.0940692537,73479.99644041019,68826.18443085962,52869.74345084947,68871.64787908172,67190.84139953153,54671.137591736035,64526.24523952547,83926.3077290425,73231.89207695628
50,99.0,1.0,108772.95390045094,115506.99806296804,73381.93933748476,53363.60524458948,44653.59981698988,51127.87200544739,53740.12037993913,73344.23194458865,68715.18566789456,52801.99531340544,68748.15449096615,67205.2135712163,54505.30999962211,64659.55104345692,83748.07491875588,73072.7923599234
51,99.0,1.0,109355.93209933426,116033.60516233506,74489.28946128959,54462.70757469029,45016.301574266145,51489.61263771208,54097.07773889038,73765.94230722694,68840.53425079993,52444.12153293152,68635.59110588922,67096.02529955213,54860.032184127835,65065.525777998664,84191.39941828244,73430.91200958635
52,99.0,1.0,109103.37973873374,115763.90901373733,74074.91047083265,53915.000428557454,44901.033628110126,51301.43330114285,53969.78455421741,73607.53549427218,68786.21951177354,52596.40396790552,68438.67223723796,66816.15910722723,55036.409799624664,65544.41190295362,84423.79050538427,73913.44146888751
53,99.0,1.0,108496.82044945008,115145.63741035908,72967.0686086498,52791.713510956,44502.01028609399,51017.72260877164,53617.0069714793,73260.94934474818,68723.7240342765,52284.88770543191,68356.41781764243,67065.85044453746,53728.698638522466,64372.75581035088,83925.36895577538,73183.03116357699
54,99.0,1.0,108773.13271440659,115486.83678946935,73246.37600736333,53178.73396619964,44745.08550704545,51143.384116099376,53757.845313292186,73356.45834880571,68882.48847514254,52664.75560244985,68442.94142042892,67011.49100202216,52996.388434933244,64454.13851191265,83572.65842827063,73059.13544406122
55,99.0,1.0,109060.30792716837,115731.49898427713,74055.64326711217,54086.01362538501,44969.74289056574,51331.83167360207,53996.986627219514,73530.01964450117,68502.10648800213,52073.88723777381,68210.7514990272,66881.44855278118,53897.90134404914,64781.74803039408,84035.16072453985,73309.87731336085
56,99.0,1.0,109068.37690691673,115786.23840644819,74111.746145695,54099.15645112473,44997.19083275686,51414.60018332007,54043.433552197646,73658.385712908,68561.49507301988,52465.82507679762,67970.98433625512,66719.97955083604,54175.59941716187,65485.24683538042,84349.18038239246,73840.5300784743
57,99.0,1.0,108967.88346384568,115674.0997045159,73967.21976604698,53814.73050293094,44990.597068142546,51310.798682069624,54002.50750809998,73492.51341730516,68416.83458290512,52196.88888751136,67898.49762898656,66652.70080002556,53685.04568160125,64894.87020908239,84206.93388067889,73614.93392168688
58,99.0,1.0,108946.38108567966,115657.4029514078,73913.03913748731,53708.64912374606,45011.09361780806,51338.64895566094,53980.53574330041,73572.62206943298,68398.75202164079,52520.11746407956,67740.60490615427,66820.02595901799,53906.886745320175,65175.5857676966,84183.24103155626,73588.6706219519
59,99.0,1.0,108947.87865255817,115676.11136151689,74061.83470032629,53704.514051021826,45016.27922252169,51320.23111822976,54027.22853746755,73485.8973009464,68408.34092001211,52284.574781009534,67678.04237342386,66774.60721428481,53634.866015299085,64800.25527480308,84213.95232843785,73534.73586258125
60,99.0,1.0,108894.16741063207,115631.43022435073,73905.1936751835,53654.736716119856,44921.77604696465,51321.28165021916,53950.98673713049,73555.6123919025,68343.1855849249,52560.19414188792,67619.88313435116,66845.28343025249,53592.576514789645,65117.18065943488,84164.10793830252,73563.77077862869
61,99.0,1.0,108922.7105883015,115658.60994560838,73925.8466870602,53646.04188752674,45009.19371952936,51265.67051001436,53990.66108353867,73427.7827653626,68340.16809942342,52309.54167956611,67605.91329406659,66755.0047343975,53406.78881487713,64790.979300854124,84121.59492034852,73486.61255676896
62,99.0,1.0,108905.18682064854,115648.97634374815,73844.64279945407,53649.4617044284,44947.54760832162,51323.472121175786,53944.840007405284,73561.84852860552,68377.36140219706,52542.82683644615,67615.97157907147,66800.55758959742,53437.74598094774,65064.139969842436,84117.59395809102,73524.34230140952
63,99.0,1.0,108997.79009792687,115727.20744934172,73904.67958506104,53667.454858714926,45013.10527480904,51272.59955079551,53991.17517366114,73426.19579150627,68358.34006766559,52404.08955861206,67602.22525623147,66772.77437123947,53331.99987792968,64860.426170876766,84127.62989135145,73517.52501935065
64,99.0,1.0,108930.73486456096,115699.02189958357,73842.8323081532,53669.91355060501,44967.597123098036,51341.95701384032,53947.231644062005,73578.54528171364,68402.641225176,52574.52161008378,67660.54095751536,66812.22520020309,53325.49552029318,65053.567594715074,84112.4530568663,73536.03226375965
65,99.0,1.0,109019.29247609287,115788.04889774906,73921.01871025786,53691.17005958201,45045.20237984686,51278.74628052072,53993.96914171805,73426.7322333732,68410.91137062447,52480.91250430495,67651.10852135521,66784.59844405633,53255.042821770054,64912.438680224266,84130.1556384749,73534.86997304797
66,99.0,1.0,109004.38386254119,115768.13349343938,73897.28115764633,53713.76767322632,44998.66604789091,51365.85102866305,53957.982833145004,73586.86013065102,68411.33605376912,52607.64689536654,67695.6778997991,66825.03274977599,53251.04185951255,65044.64924867741,84161.00104582323,73554.33834246855
67,99.0,1.0,109081.743250101,115827.43267147931,73888.36281160866,53694.09813810565,45042.36370830103,51267.77157399316,53979.19463863309,73415.66811986783,68396.98623382882,52566.67614777997,67726.50095540297,66813.5216013815,53204.036140923046,64973.61540479844,84135.14007748844,73558.92045008189
68,99.0,1.0,109052.66363056465,115812.92638932783,73904.0984397052,53725.457635576444,45014.73695215428,51362.45356350584,53973.092612396795,73583.90970038292,68428.14456559952,52604.87527905408,67765.05771458837,66822.59640963035,53159.824390390444,64988.43461137231,84145.84656308252,73542.29075220713
69,99.0,1.0,109150.72073349009,115896.2536926572,73928.97593128395,53730.26326063434,45083.58032507662,51292.358492893996,54013.281048927434,73453.2414022972,68440.21450760539,52671.63993974208,67810.16353489918,66861.75666591605,53099.8323082724,65015.1449459964,84153.62497015297,73577.24888053523
70,99.0,1.0,109109.77233764797,115864.13423587492,73925.28789344883,53756.437153391504,45039.033298377195,51372.668310721914,53992.56098181737,73588.98354637428,68462.76741776078,52653.982061622395,67890.04866958245,66867.45636075216,53042.813008166915,64953.00709641065,84175.35086576354,73558.49576693724
71,99.0,1.0,109197.83821080187,115941.98536181277,73952.46761470647,53768.8423715642,45100.92527877394,51311.06690300309,54024.322810688354,73475.99547815269,68482.19108369245,52784.560952730295,67950.57719356743,66910.81874499544,52987.58184761785,65058.59673721752,84157.58122892157,73596.35962204452
72,99.0,1.0,109165.87521623078,115915.31973067758,73962.86117587819,53802.7499679029,45074.30435112767,51386.235819606285,54024.9486595331,73589.87761615249,68498.99959552284,52708.989704726904,68034.88797365285,66913.63506479682,52926.136902110215,64937.47263401421,84201.07772363159,73576.22070029029
73,99.0,1.0,109219.51940292351,115969.9250423819,73969.47729223696,53809.924877873054,45120.17013074996,51328.34480146704,54037.28682247244,73502.52699882115,68528.07921505919,52901.99701809848,68103.66429134182,66971.28021374706,52891.178773782114,65124.73554906077,84169.60646743853,73619.49367755577
74,99.0,1.0,109181.47673386059,115935.57041115408,73984.83294067776,53840.6585264991,45091.26932516925,51378.50211602475,54032.32473520336,73569.0681420646,68549.26866880282,52741.44443767601,68188.22094061624,66970.58730966895,52822.13423515967,64919.65829368333,84217.88623546198,73582.41213350442
75,99.0,1.0,109236.05969382045,115987.73938271278,73996.6123100057,53859.12106741918,45132.284776244735,51347.94728135435,54037.46563642808,73531.58426661305,68595.2909106363,52974.41667013367,68272.82229337959,67034.06626392201,52796.653246480615,65166.063924558635,84179.48593848776,73631.31775037262
76,99.0,1.0,109214.71377786563,115964.4712167348,74027.88240049868,53884.95968400952,45116.705610359386,51380.69258698137,54038.89614807322,73556.88644133645,68625.62222786216,52745.892434822614,68369.80651257116,67007.51239150911,52729.30744043678,64895.876037582886,84242.8307822741,73597.0748778671
77,99.0,1.0,109246.52031022553,115991.20390310335,74024.86491499722,53892.134593979674,45120.326592961144,51356.21742680281,54005.457938368076,73536.88163004896,68683.7591151904,53045.0705343569,68458.02884793626,67090.12443901593,52755.481333193944,65196.30583480666,84192.74052294977,73646.71810230233
78,99.0,1.0,109221.62046690231,115971.06498134912,74042.16516520562,53902.975190040495,45106.33440093212,51351.85883663403,54000.24998190999,73500.04595518661,68692.29748157233,52755.68249889404,68513.68469162997,67033.93215345529,52697.92559122152,64855.68760105224,84222.06601167512,73581.78628465967
79,99.0,1.0,109274.52704602803,116018.71890052783,74069.61310739674,53961.78262970241,45143.43829672793,51382.12309862651,54041.22072949657,73575.63955493446,68769.20983424304,53109.62237234382,68626.91862904056,67139.2982768176,52809.997237920434,65210.09686113559,84200.45187478684,73652.75307330527
80,99.0,1.0,109263.37352554483,115999.76462122973,74086.73454364951,53981.22864737853,45130.42958145495,51357.11149658102,54046.96512782158,73505.65624304488,68777.4799796915,52818.535604302364,68703.36159507772,67092.94075881729,52824.972906705494,64862.68369706675,84254.83366904661,73607.24492159426
81,99.0,1.0,109250.67773469423,116000.72574624131,74061.58883113728,54022.13233973174,45116.30327895919,51366.678043207896,54075.21773281309,73597.36545054501,68835.39334957521,53154.77289614355,68790.0416600754,67178.16796042537,52968.76167878648,65198.74217495229,84205.83864520058,73654.92119251743
82,99.0,1.0,109239.59126944438,115984.69954546685,74063.95811604954,54044.260566742494,45120.63951738352,51310.01637101369,54097.5694772684,73475.81666419705,68837.248544365,52874.43731718509,68820.46238427906,67103.51313394465,52995.09203375483,64839.92962121125,84234.5829885701,73584.28968003865
83,99.0,1.0,109238.58544094389,115984.90071116695,74046.05436874085,54113.84154723186,45094.37621764853,51376.937493912876,54094.95432316713,73601.36641280251,68914.1161935468,53172.11784984086,68898.24645498353,67164.86867247446,53195.207201863195,65149.009543539236,84182.63753445596,73612.76580247472
84,99.0,1.0,109262.9935458891,116004.92787419891,74073.05527604285,54168.692728125185,45117.42086618196,51329.86472009,54133.600489330354,73476.66603048635,68942.41350202722,52937.42453306014,68951.68947597618,67137.46543377226,53322.388627813896,64836.95683919869,84238.71806129433,73593.5209504987
85,99.0,1.0,109248.57667071543,116001.44100206388,74064.98629629449,54250.634223298344,45077.05361569567,51412.05208445217,54118.55776531193,73624.8804479695,68995.70006080867,53214.519109072586,69041.40937821977,67197.4575158903,53595.146965402004,65109.871638997996,84194.50631076173,73626.69093927038
86,99.0,1.0,109228.4824524501,115971.10968483803,74095.45172398708,54229.668286999266,45066.10126091257,51286.59174282453,54098.03886390196,73422.46305018224,68971.47076981912,52990.308760441396,69040.26943925256,67141.73461696322,53722.954240197454,64829.71487399517,84206.3750870675,73591.91162489791
87,99.0,1.0,109201.28037944798,115953.45180671834,74265.45909231414,54282.41840391379,44986.730216351774,51358.22908380379,54061.13613380625,73583.59677596054,68990.26858690604,53171.53670448503,69095.96998643517,67164.84632073001,53968.197580361084,65013.11093725097,84148.19349625034,73584.6696596944
88,99.0,1.0,109241.75938865654,115991.69564148136,74367.89713715282,54317.689456664266,45011.33948699707,51289.63158007045,54105.347884338844,73430.10734678595,68969.10148490686,53018.9636968331,69138.97474276718,67131.7433871917,54083.15260209473,64821.131804124336,84160.57636267858,73579.97579335878
89,99.0,1.0,109206.84596381737,115974.19422557286,74339.46571820567,54386.51047784215,44934.091858159525,51385.90054343946,54069.71920367709,73609.50244778424,69008.01587200354,53175.202390575694,69173.10585655045,67188.71798380828,54294.57775289747,64978.86806474544,84156.4636416988,73599.98060464628
90,99.0,1.0,109250.52127248303,116016.59548480458,74342.90788685178,54407.096434485495,44968.87117253199,51289.43041437035,54090.28280857597,73435.85174511097,68990.82738051741,53091.02572095701,69104.73187026166,67161.38180033944,54385.482297597206,64867.84695003593,84140.50449615771,73587.4636277513
91,99.0,1.0,109191.53501886547,115964.60532720153,74302.92061602123,54479.247865587226,44886.639104680915,51371.26015082123,54037.39858119471,73600.24882557975,68989.6874415502,53152.73888739811,69076.94865190372,67173.56350106759,54517.64816256144,64921.78170940658,84119.33739415853,73572.44325547734
92,99.0,1.0,109256.5338917415,116025.22325816432,74317.046918517,54516.75409278323,44929.487398801735,51297.67820807436,54061.31494776189,73457.4435302548,68989.66508980574,53165.23351254863,69039.01774156306,67185.16405643988,54597.46624201134,64911.65636916833,84112.54246384412,73594.370316788
93,99.0,1.0,109200.98980677007,115982.66553672143,74289.75543853706,54569.37009923102,44846.562426872544,51387.420462062415,54008.944810503104,73613.19048561937,68993.33077589641,53151.82246587545,69033.34039847141,67197.83749554605,54693.06465304669,64891.96448230321,84136.99527227823,73581.13808407047
94,99.0,1.0,109277.25395885158,116050.07839799863,74320.77965984102,54596.99685537778,44899.53606123162,51325.975516554776,54013.59397334981,73489.45122831479,69009.37932841532,53235.06036222701,69015.70487209618,67213.17079224238,54780.66113956704,64979.560968823556,84137.73287984525,73623.91932295791
95,99.0,1.0,109190.3727281538,115974.28363255068,74279.6300982988,54614.498271286284,44809.90556596584,51376.669272979416,53942.35896377075,73589.05060160764,68992.2355404181,53132.53291041052,69009.37932841532,67180.71605929328,54816.60274465117,64867.26580468009,84151.8144788521,73580.78045615918
96,99.0,1.0,109222.96157156964,115995.27192059421,74255.89254568727,54583.831677893606,44817.30399338055,51287.84344051402,53895.30854169233,73460.30455354507,68988.81572351644,53260.34018520596,68978.84684548937,67202.95604502631,54877.71241399198,65002.113878978955,84095.95746945828,73599.44416277936
97,99.0,1.0,109191.80323979894,115975.49062675127,74262.86628995732,54645.701306545896,44797.74621698215,51367.10272635255,53976.087746153804,73574.11963631149,68963.15592088175,53088.097642433364,68967.51451105053,67143.45570128628,54870.29163483282,64797.416603257254,84125.95351051731,73544.07889176357
98,99.0,1.0,109231.030551318,116007.65478702246,74248.00237989455,54645.25427165679,44789.76664421161,51315.58195538306,53972.64557750769,73506.50560933418,68999.85748527736,53317.51594752264,68962.95475518165,67227.52061218269,54970.51685697042,65046.48209172274,84115.51524585667,73617.07968915459
