,time,event,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16
1299,1.0,1.0,109763.53851122124,116415.95410298755,76731.0129679457,53088.58938081138,44708.71921881667,51706.51396590638,52210.09876848445,68756.93872653708,69951.28183976196,49140.10901929248,68689.2129408375,63784.7037654762,55245.80094168198,61240.98583948444,82413.83223698524,73175.20805301763
1300,1.0,1.0,109774.02147937077,116421.229114679,76706.73897346723,53046.90337740223,44725.46067541369,51614.22361305042,52202.320361414,68664.38015274766,69970.52669173798,49395.075368294165,68710.08947015875,63831.977704999175,55290.57148582596,61469.91240619569,82385.95961164948,73225.87945769781
1301,1.0,1.0,109694.78454527672,116351.80459640082,76702.93917690983,53060.917921175715,44694.90584074329,51678.64134057061,52195.83835552196,68723.76873776541,69914.44616489961,49061.8779136989,68666.74943765992,63773.57259673746,55199.06344402593,61157.032687310304,82406.09853340371,73159.271259221
1302,1.0,1.0,109704.95458900389,116358.48776799295,76696.12189485096,53038.02973485348,44721.25854745609,51623.3878282771,52211.81985280751,68686.15075184712,69937.24494424403,49403.323161998174,68689.70467921552,63823.77461478408,55275.32759610744,61469.97946142906,82367.85469864067,73206.32168129942
1303,1.0,1.0,109657.14420761398,116317.24879947292,76721.58053178556,53072.89845620376,44715.625907853355,51672.91929399005,52218.81594882202,68724.68515928807,69904.18671419463,49021.53301495707,68664.44720798102,63768.2528815571,55189.60865612134,61109.512878598325,82428.87496100366,73162.82518658938
1304,1.0,1.0,109629.13747181148,116280.86015949967,76696.14424659542,53045.606976223826,44705.008829237086,51641.38098256362,52201.69451256925,68707.1613916351,69943.83870885834,49413.604964447615,68702.44517355504,63830.6142485874,55284.69297703421,61486.40799360371,82377.75652143438,73215.9329314152
1305,1.0,1.0,109609.75850936872,116236.35783628916,76708.32594732357,53056.55933100693,44712.2507944406,51653.65209026958,52209.80819580653,68689.57056874878,69873.63187952423,48974.59435160093,68652.3102107418,63754.70772441718,55152.37064985879,61054.348773282625,82425.16457142409,73154.39857892974
1306,1.0,1.0,109589.06079400312,116222.6785686825,76695.94308089532,53046.232825068575,44706.7522653046,51651.12634314613,52218.59243137747,68717.465545829,69925.06324351588,49404.01606607629,68705.70852824552,63835.82220504549,55263.548226779494,61470.67236550718,82374.33670453272,73202.03014636399
1307,1.0,1.0,109570.68766006085,116223.23736229389,76707.85656069,53052.871293171804,44719.00102126611,51625.7347614449,52222.57104189051,68662.88258586914,69858.00801014996,48945.09004891993,68659.35101024521,63743.956535334175,55132.455245549114,61035.77447364027,82428.62909181466,73145.0108462585
1308,1.0,1.0,109587.25030270223,116211.86032436613,76689.08109534754,53043.32709828939,44701.2537361686,51662.861008985165,52226.124969258904,68738.63264782818,69919.96704578007,49410.051037079225,68722.15941216462,63826.881507263366,55261.581273267424,61447.18068208465,82377.2424313119,73198.07388759541
1309,1.0,1.0,109592.8158870716,116231.79808042027,76725.49208706524,53042.34362153335,44728.67932661526,51621.84555790968,52232.405809450844,68644.62121064916,69861.33842007381,48964.96074974069,68683.73676344595,63743.15187253379,55152.169484158694,61030.4547584599,82435.91576050708,73142.23922994605
1310,1.0,1.0,109564.38446812445,116182.60189087414,76700.30167106411,53056.91695891821,44694.659971554276,51673.947474235,52220.91701280082,68738.49853736145,69925.19735398261,49378.28920820823,68747.28277293239,63840.31490568101,55274.05354667349,61434.239022045025,82389.13355936213,73189.5802247024
1311,1.0,1.0,109622.47665196379,116244.65033348207,76711.41048805839,53057.58751125187,44739.13994302034,51599.20324077645,52232.04818153956,68614.35694865667,69862.05367589637,48983.75856682761,68711.87760971519,63746.77285513555,55148.23557713456,61064.92114840999,82430.19371392652,73134.08084321987
1312,1.0,1.0,109570.9111775054,116210.92155109902,76706.13547636694,53067.489334045575,44697.63275356683,51683.33520690623,52230.34944896096,68749.40618865564,69938.22842100007,49353.970510240855,68791.11454380925,63824.73573979566,55274.61234028487,61422.75022539499,82403.19280662452,73182.11474205431
1313,1.0,1.0,109644.49312025227,116256.89908944358,76733.1140319245,53054.95000540614,44755.277902517075,51600.81256637724,52254.28816727259,68621.50950688237,69868.46862655504,49030.56311971702,68748.75798806644,63757.36758200736,55169.313272155916,61111.457480365934,82438.32974890826,73144.60851485831
1314,1.0,1.0,109600.4154801864,116221.13629831509,76724.32979635356,53073.434898070685,44702.17015769126,51697.99795126891,52245.19100727928,68760.44795041656,69933.62396164227,49303.008532882755,68809.19710507359,63821.38297812736,55288.13514568033,61377.84557078428,82431.19954242701,73180.03602981998
1315,1.0,1.0,109680.47942882532,116287.00688922488,76743.10526169602,53061.45436304264,44766.945513122744,51598.197412275964,52267.69921394577,68618.2461521919,69895.91656874616,49102.55808860756,68774.64130814568,63764.877768144346,55208.98761856409,61172.701260173475,82452.12077523718,73157.3713609423
1316,1.0,1.0,109625.44943397635,116260.69888600099,76738.81372676059,53091.383348868294,44712.47431188516,51712.48188167595,52263.49708598818,68769.8803865767,69941.17885126815,49271.202000522855,68821.66937847965,63823.2158211727,55275.774630996544,61338.79707322086,82451.33846418124,73173.8669483503
1317,1.0,1.0,109703.81465003666,116325.94362806603,76767.11103524102,53057.296938573956,44764.03978634355,51589.055548793745,52270.940216891795,68611.85355327769,69918.33536843484,49195.04960716362,68797.10481132327,63786.98364341065,55255.009860397564,61235.911993493086,82465.19654574353,73178.24789026355
1318,1.0,1.0,109665.34729782908,116278.04383969831,76767.26749745221,53106.783700798005,44713.100160729904,51715.655829388605,52271.02962386962,68768.20400574256,69941.759996624,49250.21371247932,68808.4371457621,63818.47725134817,55286.43641310173,61286.24812200644,82469.8680603347,73170.69300063765
1319,1.0,1.0,109734.3024294737,116325.22837224345,76762.12659622748,53080.632159785295,44764.55387646602,51591.558944172735,52280.32794956303,68631.65719886508,69935.74737736552,49241.898863541945,68802.78215441492,63802.696919762726,55267.28096810353,61315.55125898734,82462.2684672199,73183.1205705548
1320,1.0,1.0,109682.44638233738,116305.49178188942,76772.47545391029,53106.359017653354,44717.34699217642,51711.67721887556,52278.96449315125,68758.0339620154,69944.509261192,49187.20414485981,68814.98620688751,63812.330521622964,55283.17305841125,61259.42602866007,82482.13916804065,73165.93207906868
1321,1.0,1.0,109740.09153128762,116353.54803246833,76762.93125902787,53080.72156676312,44764.017434599096,51604.83588037919,52283.390138553405,68634.27235296635,69943.30226699142,49313.75972196576,68813.73450919801,63835.28576317857,55282.12252642185,61353.92920421711,82461.84378407524,73172.70465763863
1322,1.0,1.0,109686.55910331717,116294.6511858286,76792.5249686867,53118.76423582605,44731.11566676089,51703.697646105014,52291.66028400187,68740.64430482915,69945.26922050348,49132.3976674554,68818.51778251145,63796.0584516595,55274.47822981814,61210.34159783621,82502.36749677271,73173.4646169501
1323,1.0,1.0,109745.76887437927,116350.97758185597,76784.67950638289,53102.156889695754,44771.773489925086,51616.19056656249,52299.25987711667,68655.0594753098,69961.04955208892,49360.407812643985,68836.46623330907,63822.96995198369,55322.71329435269,61414.30126599089,82475.70186563753,73203.5277132425
1324,1.0,1.0,109702.16062094696,116315.61712212767,76798.89521585646,53116.59611661388,44747.454791957716,51701.57423038176,52301.60681028447,68730.67542680209,69940.06126404539,49087.202440166766,68829.15721287217,63796.79605922652,55270.27610186054,61167.15802754856,82520.8300376928,73162.40050344473
1325,1.0,1.0,109732.4472346839,116362.60048897273,76776.74463710125,53087.15886916624,44759.34592000794,51623.41018002155,52294.5436590366,68661.45207422401,69973.11949409479,49402.78672013125,68855.19699516261,63835.30811492302,55326.04370427653,61443.64910646071,82478.87581335018,73198.45386725114
1326,1.0,1.0,109709.35788266157,116302.8542760437,76802.35973624703,53118.27249744803,44747.27597800207,51678.08254695923,52294.05192065858,68708.03310966888,69914.58027536634,49045.29291931307,68818.85305867829,63768.54345423502,55239.27423230103,61113.558544344734,82521.36647955973,73143.15565146871
1327,1.0,1.0,109744.31601098967,116327.37413971117,76785.88650058348,53096.09956694837,44760.35174850842,51639.436380796,52295.46008055926,68690.41993503808,69977.45573251913,49447.15493287503,68863.17656793316,63849.814397074515,55345.62383241938,61489.82781050537,82479.05462730583,73201.85133240835
1328,1.0,1.0,109735.93410681894,116343.19917478552,76797.01766932222,53116.66317184725,44760.28469327506,51669.76769802185,52296.89059220441,68687.17893209207,69929.04185402892,49026.94213711526,68822.4963930245,63775.561901993984,55237.59785146688,61089.68688126646,82527.89318894067,73143.15565146871
1329,1.0,1.0,109750.70860990389,116337.67829390506,76796.3247652441,53107.85658453186,44750.69579490373,51656.93779670451,52286.36292056596,68703.7639264779,69990.97853791459,49506.3870556816,68863.93652724463,63852.742475598156,55365.00279486213,61504.423499634686,82473.98078131447,73196.53161722799
1330,1.0,1.0,109748.62989766955,116354.28564003536,76824.0856318576,53137.33853546841,44780.4683185182,51658.07773567173,52299.595153283495,68670.88451038414,69927.8572115728,49029.15495981633,68818.02604413344,63769.214006568676,55253.35583130787,61093.75489875733,82544.72405251552,73153.54921264043
1331,1.0,1.0,109742.81844411117,116337.96886658299,76814.65319569745,53130.9906400431,44764.82209739949,51680.18361093803,52288.0393014001,68732.39651112516,70006.69181426667,49493.110119475146,68871.8043412929,63864.18656875927,55391.31079808603,61537.839357595374,82506.5249212414,73210.63556797929
1332,1.0,1.0,109767.58417696765,116358.59952671523,76825.89612315847,53139.12667502483,44797.634458259876,51653.138000147104,52287.81578395555,68668.09054232723,69941.17885126815,49037.492160498165,68814.80739293186,63779.540512507025,55261.089534889405,61102.42737560599,82561.91254400165,73154.75620684102
1333,1.0,1.0,109742.9525545779,116344.45087247502,76801.10803855753,53126.341477196394,44766.54318172255,51688.47610813095,52271.230789569716,68744.33234266429,70000.79095373047,49483.47651761491,68865.76937028997,63866.511150182625,55380.04551888055,61523.2213167216,82516.11381961273,73205.025280121
1334,1.0,1.0,109772.99329912584,116362.82400641729,76812.3286142741,53130.409494687265,44803.66942926281,51629.04281962429,52275.343510549494,68634.76409134438,69945.53744143694,49072.159716148344,68810.76172718545,63758.86514888587,55271.7960204835,61112.53036409979,82559.96794223404,73149.86117480531
1335,1.0,1.0,109737.18580450844,116331.73272987995,76791.72030588631,53144.6922593942,44775.617989971404,51711.0066665419,52271.700176203274,68765.56649989683,69991.2691105925,49455.29096785677,68866.19405343462,63861.616118146914,55386.371062561404,61490.38660411676,82530.9777296755,73205.60642547684
1336,1.0,1.0,109791.65700574602,116373.06110537781,76829.00301563776,53146.52510243954,44823.227205661206,51635.27895632732,52274.382385537916,68647.03519905034,69936.23911574353,49105.597925853486,68827.25731459347,63775.29368106052,55275.305244362986,61160.29604200078,82577.04467499789,73171.89999483824
1337,1.0,1.0,109751.69208665992,116321.74150010843,76818.31888178813,53149.56493968546,44778.81428942851,51723.277774247865,52258.31148127455,68777.21175875804,70009.06109917893,49416.041304593244,68867.62456507976,63856.58697564447,55384.851143938446,61457.19426360062,82564.75121554747,73213.29542556946
1338,1.0,1.0,109785.89025567654,116365.79678842984,76821.1352015895,53145.34045998341,44833.19608368827,51620.0350666088,52262.11127783195,68632.52891689884,69952.48883396255,49157.521028223164,68827.65964599367,63793.08566964694,55295.019482972566,61205.60302801169,82585.51598614645,73173.1740442722
1339,1.0,1.0,109733.6989323734,116333.36440722519,76818.6765096994,53161.14314331331,44786.50328952113,51731.05618131831,52257.61857719643,68784.7890001284,70001.03682291947,49355.28926316372,68870.86556802578,63843.77942607158,55370.88130365388,61412.73664387902,82578.07285524283,73199.526750985
1340,1.0,1.0,109787.20900859941,116370.44595127655,76799.65517516795,53126.90027080778,44825.48473185119,51598.80090937626,52256.72450741822,68615.51923936835,69961.04955208892,49220.12826444248,68845.13871015773,63795.90198944831,55306.15065171131,61259.3589734267,82582.40909366717,73181.93592809867
1341,1.0,1.0,109728.8933073155,116319.14869775162,76806.49480897127,53167.91572188327,44783.172879597296,51728.46337896149,52260.032565597605,68775.3342122238,69978.8191889309,49318.43123655692,68855.64403005171,63816.5102978361,55344.12626554087,61340.92048894412,82571.12146271723,73178.49375945255
1342,1.0,1.0,109799.79304072775,116358.24189880394,76807.21006479384,53142.300622737486,44838.22522619072,51612.56958396073,52268.548580235074,68634.0488355218,69966.63748820276,49279.874477371515,68846.7480357585,63810.520030322084,55318.17589022826,61320.11101485622,82577.15643372017,73188.28382352398
1343,1.0,1.0,109739.28686848724,116311.77262208136,76815.5249137312,53182.71257671268,44798.282658849086,51737.94051861054,52264.368804021935,68772.47318893352,69983.93773841116,49259.534389917186,68854.92877422915,63823.55109733953,55337.644259648834,61309.51628798441,82597.20594849659,73182.82999787689
1344,1.0,1.0,109791.47819179037,116369.55188149834,76815.90489338695,53138.12084652434,44846.20479896126,51622.06907535423,52267.05101335657,68646.14112927212,69974.63941271775,49341.587643812614,68861.47783535456,63837.25271669063,55345.400314974824,61372.32468990382,82589.9416315486,73201.73957368608
1345,1.0,1.0,109742.72903713335,116329.09522403423,76833.45101278437,53198.67172225377,44811.53724331108,51737.38172499916,52266.64868195638,68771.69087787758,69967.91153763671,49210.71818002679,68872.94428026013,63822.411158372306,55332.481006679656,61260.87889204966,82620.09413481882,73183.41114323272
1346,1.0,1.0,109792.10404063512,116356.49846273643,76813.1779805634,53155.30933801048,44843.991976260186,51628.685191713004,52260.34549001998,68656.78055963285,69984.9212151672,49393.130766526556,68865.67996331216,63840.091388236455,55361.18064656027,61425.79006264092,82597.0494862854,73219.4868587836
1347,1.0,1.0,109752.11676980458,116325.18366875454,76830.67939647191,53193.106137884395,44818.06395269203,51721.66844864708,52266.82749591202,68766.72879060851,69959.44022648815,49162.03608060314,68854.88407074024,63805.826163986465,55313.16909947027,61209.42517631355,82632.56640822487,73178.38200073029
1348,1.0,1.0,109785.10794462061,116351.55872721181,76813.66971894143,53153.118867053854,44835.54301685608,51638.51995927334,52260.189027808796,68683.82617042377,69995.8735699503,49441.41053455002,68882.510826887,63854.39650468785,55382.72772821519,61468.54894978392,82607.26423350147,73231.7356147451
1349,1.0,1.0,109744.58423192315,116315.59477038322,76824.42090802442,53182.89139066832,44814.35356311245,51707.72096010697,52248.09673405847,68731.03305471338,69948.5102234495,49110.135329977915,68848.62558229275,63795.34319583693,55299.690997563725,61152.94231807499,82636.9026466492,73166.62498314679
1350,1.0,1.0,109782.26927307478,116348.80946264381,76809.13231481699,53163.892407881314,44836.95117675677,51647.79593322229,52248.05203056956,68692.09631587223,69995.4265350612,49484.147069948565,68886.13180948875,63854.843539576956,55379.21850433571,61491.615950061794,82591.01451528246,73216.7822977045
1351,1.0,1.0,109757.23531928484,116332.17976476905,76838.94954192037,53189.48515528264,44842.36029891495,51688.096128475205,52253.885835872396,68717.84552548475,69951.03597057295,49096.366655393445,68859.24266090902,63793.37624232486,55295.913552750775,61117.93948625797,82654.78404221345,73163.60749764532
1352,1.0,1.0,109759.8057698972,116321.33916870823,76824.4879632578,53161.76899215806,44842.15913321485,51655.08260191472,52254.511684717145,68722.04765344235,70002.15441014223,49503.101349246666,68903.07443178588,63870.86974035141,55405.39239709287,61515.55466837343,82616.00376558349,73222.39258556277
1353,1.0,1.0,109754.62016518357,116309.44804065801,76841.67645474392,53185.01480639158,44848.797601318074,51661.92223571804,52253.90818761685,68696.18668510756,69934.80860409839,49034.02764010759,68853.18533816164,63770.06337285798,55278.009805442074,61084.7694974863,82662.42833881716,73154.4656341631
1354,1.0,1.0,109754.93308960594,116313.6054651267,76825.47144001382,53173.302492297,44838.940482013284,51670.907636989075,52256.92567311832,68738.18561293908,70006.02126193301,49510.8350528282,68907.92476033268,63863.31485072552,55412.90258322985,61525.03180802248,82624.16215230968,73224.7842222195
1355,1.0,1.0,109765.34900252213,116314.00779652689,76841.65410299947,53180.72327145616,44857.40302293337,51650.67930825702,52262.3347952765,68682.82034192329,69932.19344999712,49051.484352527186,68852.31362012788,63766.93412863423,55271.304282105484,61075.381764815065,82677.78398725796,73161.84170983336
1356,1.0,1.0,109732.98367655084,116292.3936596386,76820.24113181129,53170.799096918,44825.39532487337,51680.630645827136,52253.70702191675,68757.60927887075,69998.95811068513,49486.941038005476,68917.0666238149,63862.800760603044,55415.51773733112,61511.37489216029,82637.7073094496,73221.09618438437
1357,1.0,1.0,109774.64732821552,116340.29344800633,76849.03017866972,53186.93705641473,44865.673168381836,51643.68321224251,52264.34645227748,68672.49383598493,69921.44226091412,49042.387192533875,68852.04539919441,63768.364640279375,55278.32272986445,61088.54694229925,82683.28251639397,73163.83101508988
1358,1.0,1.0,109742.66198189998,116301.33435742074,76832.66870172843,53183.6513499798,44824.43419986179,51704.03292227184,52250.15309454836,68770.10390402126,69997.75111648453,49476.256904155845,68917.15603079273,63871.71910664071,55416.2776966426,61492.800592517924,82654.71698698009,73226.21473386463
1359,1.0,1.0,109795.94854068143,116335.77839562636,76850.95242869288,53178.66691096627,44873.429223707826,51638.87758718462,52263.69825168828,68652.93605958654,69930.13708950723,49084.85550699896,68863.42243712216,63782.51329451958,55286.972854968655,61118.38652114708,82687.43994086265,73172.50349193854
1360,1.0,1.0,109739.3986272095,116293.98063349494,76848.42668156943,53201.845669966424,44828.613976074936,51721.13200678015,52262.93829237679,68782.44206696059,69998.86870370731,49435.129694358075,68921.33580700586,63861.83963559147,55411.15914716234,61463.519807281475,82667.18926038615,73216.62583549331
1361,1.0,1.0,109787.61133999961,116345.74727365343,76859.66960903045,53190.446280294214,44880.15709878887,51628.39461903508,52273.19774308178,68653.18192877555,69948.24200251604,49127.457931930774,68880.09683848583,63790.246998101116,55309.212840701686,61168.74500140489,82702.79558930345,73182.80764613244
1362,1.0,1.0,109739.48803418732,116293.42183988355,76852.7852717382,53207.925344458265,44826.647022562865,51720.95319282451,52259.540827219585,68786.46538096255,70005.75304099954,49375.6069988736,68930.36591176581,63855.37998144388,55399.91621970132,61419.419815471156,82688.6692868077,73210.83673367939
1363,1.0,1.0,109795.05447090323,116332.04565430233,76852.38294033801,53182.690224968224,44876.20084002028,51601.617229177624,52264.12293483293,68631.74660584291,69952.1088543068,49176.050624376614,68896.92770206067,63790.35875682339,55324.859061820396,61224.8031764988,82701.5215398695,73179.43253271969
1364,1.0,1.0,109737.67754288645,116281.35189787768,76855.4898328173,53204.12554790086,44825.99882197366,51721.42257945807,52254.57873995051,68780.2292442595,69994.2195408606,49310.58577425311,68924.95678960762,63835.30811492302,55389.47795504069,61358.04192519688,82700.42630439119,73188.84261713536
1365,1.0,1.0,109793.22162785789,116345.76962539788,76849.90189670348,53180.03036737804,44881.96759008975,51605.953467601954,52268.01213836815,68633.37828318814,69951.4159502287,49233.584014604574,68902.64974864123,63799.03123367205,55342.22636726217,61261.08005774976,82694.4136851327,73175.16334952872
1366,1.0,1.0,109728.66978987095,116278.22265365395,76851.01948392624,53205.44430082373,44835.67712732281,51727.90458535011,52269.17442907982,68781.90562509366,69970.83961616035,49253.030032280694,68927.3707780088,63816.82322225848,55361.02418434909,61287.09748829574,82710.55164462944,73174.42574196169
1367,1.0,1.0,109785.95731090991,116326.03303504385,76857.94852470739,53192.972027417665,44885.67797966933,51609.30622927025,52278.9421414068,68641.98370480344,69960.66957243318,49284.79186115168,68919.74883314954,63820.98064672717,55360.73361167117,61322.36854104621,82713.50207489754,73200.33141378539
1368,1.0,1.0,109728.8933073155,116273.57349080725,76871.71719929186,53224.9126702443,44835.49831336717,51720.819082357775,52269.91203664685,68769.32159296532,69966.86100564731,49204.14676715693,68923.14629830675,63814.31982687949,55364.421649506294,61252.809912301294,82744.12396480131,73183.81347463292
1369,1.0,1.0,109783.38686029756,116324.6025233987,76864.25171664378,53195.78834721904,44879.50889819967,51612.92721187201,52268.34741453498,68640.44143443603,69963.41883700118,49345.655661303485,68919.03357732696,63824.44516711774,55366.9697483742,61360.94765197607,82720.00643253404,73199.526750985
1370,1.0,1.0,109745.36654297907,116286.35868863568,76889.01744950026,53243.08463848646,44854.25142696517,51731.27969876286,52281.17731585233,68771.17678775512,69973.34301153934,49149.16147579688,68929.69535943215,63822.79113802805,55360.778315160074,61200.506830275874,82770.52137500302,73182.60648043234
1371,1.0,1.0,109790.78528771226,116334.10201479221,76870.77842602473,53206.62894327986,44881.654665667375,51629.512206257845,52277.10929836146,68670.2586615394,69993.90661643822,49384.14536525552,68944.51456600602,63850.507301152626,55405.034769181584,61421.02914107194,82745.42036597972,73219.55391401696
1372,1.0,1.0,109744.29365924522,116284.25762465688,76887.16225471048,53247.19735946624,44852.105659497465,51706.1563379951,52276.952836150274,68740.93487750708,69960.13313056626,49097.35013214948,68915.88198135878,63806.00497794211,55342.38282947336,61157.21150126595,82795.51062530406,73169.03897154797
1373,1.0,1.0,109773.93207239296,116310.07388950276,76863.71527477686,53203.812623478494,44870.56820041755,51631.41210453655,52276.99753963918,68689.83878968225,69992.02906990398,49427.44069426545,68938.72546419209,63857.95043205624,55411.24855414016,61450.958126897596,82762.54180223249,73212.69192846918
1374,1.0,1.0,109744.18190052295,116275.62985129713,76880.30026916269,53231.59584183644,44860.24169447919,51686.82207904125,52280.238542585204,68724.86397324372,69945.7609588815,49065.40948932285,68910.3163969894,63794.44912605872,55324.38967518684,61107.3224076417,82822.75740179508,73162.17698600018
1375,1.0,1.0,109757.54824370722,116286.31398514677,76858.95435320787,53211.88160322686,44866.50018292668,51644.778447720826,52276.4387460278,68708.12251664669,69986.12820936779,49457.54849404675,68944.022827628,63854.95529829923,55417.10471118745,61478.94251095564,82781.96546816416,73215.19532384817
1376,1.0,1.0,109776.68133696096,116302.67546208805,76891.23027220134,53241.49766463014,44878.63718016591,51684.58690459572,52288.21811535575,68712.68227251558,69934.69684537612,49030.719581928206,68913.37858597978,63778.981718895644,55306.530631367044,61076.40994506001,82850.42886143076,73161.14880575523
1377,1.0,1.0,109759.24697628582,116284.05645895678,76863.82703349912,53218.47536784117,44861.180467746315,51671.08645094472,52279.7915076961,68735.79397628237,70018.38177661679,49504.30834344725,68963.24532785956,63871.137961284876,55440.32817367651,61493.76171752951,82817.92942499273,73230.17099263323
1378,1.0,1.0,109762.3091652762,116286.15752293558,76885.37411515405,53235.48504537166,44874.56916267505,51661.65401478458,52286.78760371061,68687.87183617018,69934.62979014276,49014.44751196475,68904.37083296428,63766.46474200067,55305.636561588835,61064.25059607632,82870.6571901628,73158.10896850932
1379,1.0,1.0,109757.01180184029,116275.67455478605,76873.30417314818,53231.19351043624,44848.93171178481,51688.56551510877,52284.239504842706,68750.5237758784,70011.56449455793,49484.705863559946,68963.75941798203,63872.523769441104,55450.36410693695,61512.961866016616,82838.53773338054,73222.92902742971
1380,1.0,1.0,109778.98356663986,116313.49370640442,76895.41004841447,53238.6142895954,44882.63814242341,51653.22740712493,52295.147156136896,68675.86894939769,69937.78138611095,49042.40954427833,68911.6127981678,63779.38405029584,55317.14770998332,61080.74618348434,82896.62991721988,73163.36162845632
1381,1.0,1.0,109747.08762730213,116287.65508981408,76883.22834768634,53236.58028084997,44842.49440938168,51689.21371569797,52278.986844895706,68757.45281665956,70021.39926211826,49495.4347008985,68976.09758092137,63863.94069957027,55450.833493570506,61488.08437443786,82870.2101552737,73217.2293325936
1382,1.0,1.0,109792.64048250204,116311.43734591453,76900.97563278385,53234.79214129355,44878.63718016591,51622.87373815462,52282.11608911945,68646.83403335024,69941.98351406855,49074.10431791596,68920.70995816111,63776.34421304992,55323.04857051952,61095.028948191284,82916.92530118529,73159.15950049872
1383,1.0,1.0,109743.7572173783,116276.81449375326,76895.61121411457,53242.99523150864,44846.11539198344,51697.17093672406,52292.4425950578,68769.05337203186,70008.54700905645,49451.558226532725,68983.80893275845,63863.13603676987,55448.01717376914,61450.511092008484,82895.311164297,73203.25949230904
1384,1.0,1.0,109793.82512495818,116301.24495044291,76908.30700496519,53245.342164676455,44887.332008759025,51615.02827585081,52301.897382962394,68637.87098382365,69952.44413047364,49110.00121951118,68939.99951362604,63784.368489309374,55339.29828873853,61146.66147788304,82939.00882470714,73167.40729420273
1385,1.0,1.0,109744.96421157887,116272.07592392874,76899.20984497188,53256.33922294846,44840.99684250318,51719.09799803472,52296.957647437775,68781.57034892683,70005.73068925508,49408.73228415636,68982.7807525135,63867.76284787212,55441.55751962156,61427.1982225416,82921.93209194328,73206.85812316634
1386,1.0,1.0,109801.42471807299,116316.28767446133,76907.56939739817,53241.60942335241,44890.37184600495,51607.69690366947,52303.1937841408,68625.26459995087,69949.20312752761,49160.314996280074,68936.91497289122,63802.87573371837,55348.64131792085,61190.314434804255,82947.90481900035,73179.25371876404
1387,1.0,1.0,109738.5492609202,116267.15854014856,76907.74821135381,53260.47429567269,44847.09886873947,51722.04842830282,52311.285115633626,68783.9396338391,69996.58882577287,49335.50796932077,68980.76909551253,63844.11470223841,55425.19604268027,61359.87476824222,82950.98935973518,73195.0787538384
1388,1.0,1.0,109805.09040416365,116341.45573871801,76919.1028975371,53243.35285941993,44900.85481415449,51616.74936017387,52316.96245872527,68648.93509732904,69955.8639473753,49224.24098542226,68955.91395567822,63818.834879259455,55371.93183564328,61240.04706621732,82983.77936885112,73197.44803875066
1389,1.0,1.0,109740.69502838791,116262.73289474641,76922.34390048313,53273.59476966796,44852.19506647528,51735.57123369828,52316.96245872527,68791.60628218726,69990.46444779211,49308.2388410853,68980.63498504579,63854.1729872433,55420.34571413347,61322.9720381465,82999.69381090329,73205.33820454338
1390,1.0,1.0,109793.95923542492,116314.23131397144,76914.31962422367,53234.54627210454,44898.21730830876,51613.32954327221,52319.935240737825,68636.90985881208,69959.68609567716,49278.08633781509,68964.49702554906,63825.562754340506,55382.615969492916,61287.27630225138,82993.10004628898,73193.42472474871
1391,1.0,1.0,109738.99629580931,116268.87962447162,76925.54019994024,53272.521885934104,44849.15522922936,51731.592623185235,52321.65632506089,68783.51495069444,69988.67630823569,49238.3225844291,68981.70786877965,63838.906745780325,55396.585809777476,61256.252080947415,83016.9493576228,73184.68519266667
1392,1.0,1.0,109800.93297969496,116324.17784025405,76919.79580161523,53241.45296114123,44891.40002624989,51623.05255211027,52316.82834825854,68651.9525828305,69980.78614244296,49344.113390936065,68977.37163035532,63844.87466154989,55416.21064140924,61352.38693384969,83001.77252313764,73204.89116965428
1393,1.0,1.0,109744.24895575631,116277.70856353147,76922.23214176085,53269.794973110555,44842.092077981484,51735.303012764816,52306.792414998105,68764.02422952942,69979.7132587091,49205.89020322445,68981.88668273529,63842.37126617089,55395.177649876794,61215.37074033866,83029.6451484734,73180.50541645354
1394,1.0,1.0,109805.33627335266,116328.71524437849,76918.40999345899,53256.76390609311,44885.5438692026,51643.1914738645,52323.31035415058,68669.52105397238,69985.34589831185,49401.33385674165,68981.17142691273,63861.99609780266,55424.77135953562,61401.27019897345,83001.45959871526,73212.31194881344
1395,1.0,1.0,109755.64834542852,116297.71337481898,76940.64997919202,53286.46937447422,44849.19993271827,51721.601393413715,52322.1480634389,68751.35079042325,69967.01746785849,49164.673586448866,68971.02373493002,63825.272181662585,55384.404109049334,61179.65265269908,83048.71118649378,73180.72893389809
1396,1.0,1.0,109805.22451463039,116334.8619741037,76931.39635698752,53251.265376957104,44881.69936915629,51647.483008799914,52330.865243776476,68694.55500776232,70000.522732797,49459.24722662535,68987.85459850485,63878.93872009978,55450.408810425855,61442.84444366032,83028.95224439529,73229.32162634392
1397,1.0,1.0,109759.13521756354,116275.07105768575,76949.03188336277,53280.83673487148,44859.68290086781,51703.87646006065,52330.90994726538,68733.60350532574,69961.40718000021,49126.04977203009,68962.75358948155,63816.175021669274,55369.2719780531,61125.11439622813,83077.79080603014,73171.94469832715
1398,1.0,1.0,109781.44225852995,116292.77363929435,76929.58586568665,53247.286766444064,44873.71979638575,51658.256549627375,52335.201482200806,68712.30229285984,69998.26520660701,49471.51833433132,68990.22388341711,63871.406182218336,55459.371859952436,61470.448848062624,83037.2000380993,73219.50921052805
